SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q01190000,Q01190000_A,Q01190001,Q01190001_A,Q01190002,Q01190002_A,Q01190005,Q01230101,Q01230102,Q0124
98,1,49,8,1,1,4,4,1,2017,1, ,1500, , , , , , , , , , , , 
1,1,49,3,2,4,2,99,1,2013,3, ,2200,1,7, , , , , , , , , , 
2,1,49,14,1,1,3,3,1,2016,1, ,1600, , , , , , , , , , , , 
98,1,72,14,2,7,3,3,1,2013,2, ,2000, , , , , , , , , , , , 
4,1,35,8,2,4,6,3,1,2017,3, ,2000,1, , , , , , , , , , , 
2,1,72,14,2,7,3,3,1,2013,1, ,2000,1, , , , , , , , , , , 
98,1,53,8,2,5,10,6,1,2016,1, ,2400,1, , , , , , , , , , , 
98,1,40,8,2,5,6,3,1,2023,5, , , , , , , , , , , ,1,3,1
3,1,42,7,2,5,4,4,1,2014,1, ,2000, , , , , , , , , , , , 
1,1,54,1,2,3,10,5,1,2021,1, ,3000,3, ,11.4, ,14.4, ,16.6, ,7,1, ,2
5,2,36,9,2,4,5,3,1,2022,4,1,1600,1, ,16.7, ,16, ,15, ,7,1,3,1
5,1,64,1,2,6,7,7,1,2013,1, ,3000,1, , , , , , , , , , , 
4,2,43,1, , , , ,1,2016,1, ,1500, , , , , , , , , , , , 
4,1,41,4,2,5,7,4,1,2021,4,1,2400,1, ,16.2, ,18, ,21.2, ,10,1,3, 
4,2,56,17,2,5,3,1,1,2018,1, ,1600, , , , , , , , , , , , 
3,1,70,1,2,6,2,2,1,2013,1, ,2000,1, , , , , , , , , , , 
2,1,52,8,2,5,10,8,1,2018,3, ,2200,2,7, , , , , , , , , , 
5,2,40,4,2,5,9,6,1,2017,1, ,2400,1, , , , , , , , , , , 
2,1,40,10,2,5,7,5,1,2022,1, ,2500,1, ,13.8, ,8.2, ,15.1, ,7,1, , 
5,1,50,12,2,6,5,3,1,2014,3, ,2000,1,5, , , , , , , , , , 
2,1,50,8,2,5,8,8,1,2013,3, ,2000,1, , , , , , , , , , , 
98,1,65,1,97,7,9,9,1,2023,5, , , , , , , , , , , ,1,4, 
98,2,39,4,2,3,6,3,1,2022,1, ,1000,1, , ,98,11, ,23.2, ,7,1,3,1
1,2,43,10,2,4,11,5,1,2016,3, ,2200,2,7, , , , , , , , , , 
5,1,58,6,2,6,4,2,1,2022,1, ,3800,1,7, , , , , , , ,1, ,2
3,1,67,8,2,7,5,3,1,2023,4,1,1600,1, ,16.2, ,21, ,19, ,8,1, ,1
98,1,44,17,2,5,5,5,1,2023,5, , , , , , , , , , , ,1, ,1
98,1,61,10,2,6,10,5,1,2015,2, ,2000, , , , , , , , , , , , 
3,1,64,8,2,7,7,5,1,2014,1, ,3000,1, , , , , , , , , , , 
98,2,67,5, , , , ,1,2022,1, ,1600,3, , ,98,11, ,15.1, ,7,1, , 
98,1,43,7,2,4,2,1,1,2023,1, ,1000, ,5, ,98,9.5, ,9.6, ,4,4,2,1
5,1,47,8,1,1,10,10,1,2020,1, ,2000,1, , , , , , , , , , , 
98,1,39,8,1,6,8,3,1,2023,1, ,1500,3, , ,98,26.1, ,27, ,9,1,3, 
5,1,55,8,2,6,5,5,1,2019,3, ,2000,1,5, , , , , , , , , , 
5,1,45,16, , , , ,1,2014,2, ,2000, , , , , , , , , , , , 
98,1,59,5,2,6,11,9,1,2015,4,1,1700,1, , , , , , , , , , , 
4,1,51,8,2,6,11,11,1,2023,4,1,1600,1, , ,98,19.6, ,22.1, ,9,1, , 
3,1,47,5,2,5,7,5,1,2022,4,1,1600,1,5,15.7, ,15.3, ,19, ,7,1,4,1
3,1,62,9,2,7,12,10,1,2014,3, ,2000,1,7, , , , , , , , , , 
4,1,39,14,2,5,5,4,1,2013,1, ,1800, , , , , , , , , , , , 
2,1,53,2,2,6,10,4,1,2013,3, ,2700,3,7, , , , , , , , , , 
4,1,53,9,2,5,10,6,1,2022,1, ,2000, , ,13.8, ,9.4, ,10.6, ,6,1, , 
5,1,52,1,1,1,6,6,1,2020,1, ,2500,1, , , , , , , , , , , 
3,2,59,15,97,1,5,5,1,2015,1, ,3800,1, , , , , , , , , , , 
2,1,54,3,2,5,10,7,1,2013,3, ,2700,2,7, , , , , , , , , , 
5,1,52,10,2,5,9,7,1,2021,4,1,1600,1, ,16.9, ,11.2, ,20.1, ,8,1,3, 
2,1,60,15,2,6,3,3,1,2015,3, ,2200,2,5, , , , , , , , , , 
1,2,53,1,97,6,5,5,1,2014,3, ,2000,1, , , , , , , , , , , 
2,1,62,1,2,6,2,99,1,2015,1, ,3300,3, , , , , , , , , , , 
3,1,41,1,2,5,5,5,1,2022,4,1,2400,1, ,16.1, ,12.4, ,22.3, ,10,1, ,1
98,1,33,11,2,2,5,3,1,2019,1, ,2000, , , , , , , , , , , , 
2,2,44,12,2,4,4,2,1,2019,3, ,2200,1,5, , , , , , , , , , 
2,1,51,8,2,5,6,4,1,2013,1, ,1600, , , , , , , , , , , , 
98,2,58,1,97,6,2,2,1,2014,1, ,1000, ,5, , , , , , , , , , 
5,1,39,8, , , , ,1,2022,1, ,2000,1, , , , , , , , ,1,4, 
4,1,44,7,1,1,4,4,1,2013,1, ,1600, , , , , , , , , , , , 
5,1,67,5,2,7,8,6,1,2019,4,1,2400,1, , , , , , , , , , , 
4,1,63,1,2,6,4,4,1,2021,5, , , , , , , , , , , ,1, , 
5,1,50,5,2,5,10,6,1,2018,3, ,2200,1,5, , , , , , , , , , 
5,1,70,5,2,7,7,4,1,2024,3, ,2200,1,5,14.3, ,9.7, ,17.6, ,7,1, ,2
98,2,33,11,2,3,9,5,1,2019,1, ,2000,1,5, , , , , , , , , , 
98,1,59,5,1,7,1,1,1,2019,2, ,2000, , , , , , , , , , , , 
3,1,52,5,2,6,6,3,1,2017,1, ,1600, , , , , , , , , , , , 
4,2,61,2,2,7,7,3,1,2013,1, ,1400, , , , , , , , , , , , 
98,1,45,8, , , , ,1,2021,5, , , , , , , , , , , ,1,4,1
4,1,54,1,2,3,11,9,1,2022,1, ,2000,3, , , , , , , , ,1, ,1
98,2,26,15,2,4,3,98,1,2013,1, ,2000, , , , , , , , , , , , 
2,2,52,1,2,5,10,98,1,2020,3, ,2000,3, , , , , , , , , , , 
5,1,53,8,2,6,7,5,1,2014,1, ,1600, , , , , , , , , , , , 
3,1,39,3,2,2,3,1,1,2015,4,1,2000, , , , , , , , , , , , 
5,1,52,16,2,6,9,4,1,2020,5, , , , , , , , , , , , , , 
3,2,27,13,2,5,3,1,1,2021,1, ,2000, , , ,98,14.4, ,18.7, ,7,4, ,1
2,1,51,7,2,6,6,4,1,2013,3, ,2000,1,7, , , , , , , , , , 
98,1,62,2,2,6,11,5,1,2024,4,1,1600,1, ,20.8, ,20, ,21.6, ,10,4,3,1
3,1,54,5,2,6,12,11,1,2021,4,1,2500,1, ,17.6, ,20.1, ,20.2, ,9,1,5, 
3,1,66,4,2,6,7,4,1,2015,3, ,2000,1, , , , , , , , , , , 
98,1,65,8,2,7,10,2,1,2023,4,1,1600,1, , ,98,20, ,21, ,9,5,3, 
3,1,42,2,2,3,4,4,1,2019,3, ,3000,3, , , , , , , , , , , 
5,2,59,1,2,7,10,2,1,2013,1, ,3300,1, , , , , , , , , , , 
98,1,53,12,1,1,3,3,1,2013,3, ,2000,1, , , , , , , , , , , 
3,1,48,2,2,5,7,7,1,2015,3, ,2000,1,7, , , , , , , , , , 
98,1,46,4,2,5,4,3,1,2016,3, ,1500,1, , , , , , , , , , , 
2,2,45,8, , , , ,1,2020,1, ,2000, , , , , , , , , , , , 
4,2,46,2,1,6,2,2,1,2020,1, ,2000,1, , , , , , , , , , , 
3,2,47,1,2,3,8,4,1,2018,3, ,2200,3, , , , , , , , , , , 
5,1,50,8,2,5,10,9,1,2023,1, ,2000,1, ,12.1, ,9.6, ,16.5, ,8,4, , 
98,2,26,8,1,6,4,2,1,2022,1, ,1600,1, , ,98,5.3, ,6.3, ,6,5, , 
98,1,56,2,2,6,7,5,1,2021,3, ,2200,1,7, , , , , , , ,1,3,1
5,1,44,15,2,5,4,3,1,2016,1, ,2000, , , , , , , , , , , , 
98,1,59,14,2,6,3,2,1,2021,1, ,2200,1, , ,98,14.5, ,18.1, ,7,1, , 
98,2,72,8,2,7,6,2,1,2013,1, ,2700,1, , , , , , , , , , , 
5,1,23,9,1,6,6,1,1,2023,1, ,2500,1, ,12, ,13.6, ,15.6, ,9,1,3, 
5,2,45,2,2,5,7,3,1,2013,3, ,2000,1, , , , , , , , , , , 
98,1,37,1,2,4,5,3,1,2021,2, ,2000,1,5,9.5, ,7.5, ,11.7, ,4,4, , 
5,1,44,4,2,4,10,6,1,2021,3, ,2200,1,5,14.3, ,12, ,16, ,6,1,3,1
98,1,34,12,1,6,3,3,1,2022,3, ,2000,1,6, ,98,6.7, ,9, ,6,1, , 
98,1,64,4,2,7,5,3,1,2021,1, ,1000, ,5, ,98,12.2, ,17, ,5,4, , 
4,2,46,3,2,5,6,3,1,2018,1, ,2000,1,5, , , , , , , , , , 
4,1,48,1, , , , ,1,2017,4,1,1600,1, , , , , , , , , , , 
4,1,50,6,2,3,4,4,1,2014,1, ,1600, , , , , , , , , , , , 
98,1,66,10,2,6,4,4,1,2017,1, ,1000, , , , , , , , , , , , 
2,1,43,8,2,5,7,7,1,2013,3, ,1600, , , , , , , , , , , , 
5,1,41,4,2,5,10,6,1,2013,1, ,2000, , , , , , , , , , , , 
1,1,49,8,2,5,11,7,1,2013,3, ,2000,2, , , , , , , , , , , 
5,2,25,17,1,6,9,2,1,2023,1, ,1500,1, ,12, ,10.8, ,15.6, ,9,1, ,1
4,1,53,14,2,5,5,4,1,2017,3, ,1700,1, , , , , , , , , , , 
3,1,71,2,2,7,3,3,1,2018,1, ,3000,1, , , , , , , , , , , 
3,1,42,1,1,7,6,4,1,2022,4,1,2400,1, , , , , , , , ,1, ,1
2,1,50,4, , , , ,1,2019,5, , , , , , , , , , , , , , 
4,2,58,8,2,6,10,8,1,2013,3, ,1500,1, , , , , , , , , , , 
98,2,43,8,2,5,5,2,1,2021,1, ,1600,1, ,11, ,6.6, ,12.3, ,6,3,1,1
98,1,51,14,2,5,5,3,1,2019,3, ,2200,1,7, , , , , , , , , , 
4,1,53,9,2,6,10,5,1,2019,3, ,2200,2,7, , , , , , , , , , 
5,1,54,1,2,6,8,5,1,2018,3, ,2000,1,7, , , , , , , , , , 
98,1,65,8,2,7,3,3,1,2017,3, ,1600,1, , , , , , , , , , , 
98,1,60,12,2,6,7,7,1,2013,1, ,2000, , , , , , , , , , , , 
5,2,44,1,1,6,3,3,1,2015,3, ,2000,1, , , , , , , , , , , 
98,1,52,8,2,5,11,6,1,2022,1, ,2000,3, , ,98,11.1, ,13.1, ,6,5,3, 
3,1,66,9,2,7,5,5,1,2021,3, ,1600,1, , , , , , , , ,4, ,1
5,1,58,8,2,6,7,7,1,2013,3, ,2000,1,5, , , , , , , , , , 
98,1,64,4,2,7,5,3,1,2022,2, ,2000,1,5,8.7, ,7, ,10.6, ,9,5, ,1
4,2,28,6,2,3,7,3,1,2022,1, ,1300,1, , , , , , , , ,5, ,1
98,1,68,4,2,7,2,2,1,2013,1, ,1600,1, , , , , , , , , , , 
4,2,61,7,2,7,5,5,1,2013,1, ,2000, , , , , , , , , , , , 
2,1,47,13,97,7,11,10,1,2018,1, ,2000,1, , , , , , , , , , , 
1,1,41,6,2,5,11,8,1,2019,4,1,2400,1, , , , , , , , , , , 
2,1,41,1,1,1,6,6,1,2016,4,1,1600, , , , , , , , , , , , 
2,1,45,8,2,5,6,5,1,2024,4,1,1600,1,7,15, ,19, ,16, ,9,1,4, 
4,2,28,12, , , , ,1,2020,1, ,1000, , , , , , , , , , , , 
98,2,32,1, , , , ,1,2013,1, ,1600, , , , , , , , , , , , 
4,2,44,8,1,1,4,4,1,2016,3, ,2000,1, , , , , , , , , , , 
4,1,48,10,2,5,7,5,1,2019,6, , ,1, , , , , , , , , , , 
98,2,60,14, , , , ,1,2018,5, , , , , , , , , , , , , , 
2,1,74,1,2,7,3,3,1,2013,1, ,1800,1, , , , , , , , , , , 
98,2,52,5,1,1,13,13,1,2021,2, ,2400,1, , ,98,10.6, ,12.5, ,5,1, ,1
5,1,42,1,2,2,5,2,1,2013,1, ,1600, , , , , , , , , , , , 
4,2,47,4,2,6,8,2,1,2013,1, ,2000, , , , , , , , , , , , 
5,2,39,11,2,5,4,98,1,2018,4,1,1600,1, , , , , , , , , , , 
98,2,70,8,97,1,2,2,1,2016,1, ,2000, , , , , , , , , , , , 
98,1,74,15,2,7,3,3,1,2015,3, ,2000,1, , , , , , , , , , , 
5,2,40,8,2,4,99,1,1,2023,1, ,1500,1, ,11.1, ,7.1, ,14, ,7,1,5,1
98,1,62,8,2,6,6,3,1,2013,1, ,2000, , , , , , , , , , , , 
98,1,64,8,2,7,6,6,1,2016,3, ,2400,2, , , , , , , , , , , 
4,2,63,1,2,6,4,4,1,2016,1, ,3000,1, , , , , , , , , , , 
4,1,43,1,2,5,10,4,1,2020,1, ,2000,1,5, , , , , , , , , , 
98,1,50,8,2,5,6,4,1,2020,4,1,1600,1, , , , , , , , , , , 
5,1,54,4,1,6,5,5,1,2021,1, ,1700,1, ,12, ,11, ,12, ,4,1,5,2
3,1,35,1, , , , ,1,2017,5, , , , , , , , , , , , , , 
3,1,74,1,2,7,8,7,1,2023,1, ,2500,1, ,11.7, ,12, ,13.5, ,10,5, ,1
98,1,44,15,2,5,5,5,1,2020,1, ,1000, , , , , , , , , , , , 
1,1,36,8,1,1,4,4,1,2013,1, ,1500, , , , , , , , , , , , 
98,2,59,15,97,6,5,3,1,2023,1, ,1600, , , ,98,13.5, ,19.3, ,5,1,4,1
4,1,39,15,2,4,6,6,1,2023,1, ,3500,1,9,9.5, ,8.3, ,10.1, ,4,4,1,1
5,1,71,8,2,7,4,2,1,2018,1, ,2000, , , , , , , , , , , , 
5,2,44,1,2,4,10,5,1,2024,4,1,3200,1, ,17.6, ,19.9, ,23.2, ,10,1, , 
1,1,57,14,2,7,7,5,1,2013,1, ,2500,1, , , , , , , , , , , 
4,1,56,8,2,6,11,8,1,2017,3, ,2000,1,5, , , , , , , , , , 
1,1,58,1,2,7,8,5,1,2013,3, ,2000,1,7, , , , , , , , , , 
4,1,70,1,2,7,13,10,1,2013,1, ,1600, , , , , , , , , , , , 
3,1,53,15,2,6,10,5,1,2013,1, ,2400,1, , , , , , , , , , , 
5,1,72,13,2,5,4,2,1,2020,5, , , , , , , , , , , , , , 
2,1,55,1,2,6,8,8,1,2014,2, ,2000, , , , , , , , , , , , 
1,1,53,1,2,5,5,5,1,2019,1, ,2000, , , , , , , , , , , , 
2,1,53,2,2,6,9,5,1,2014,1, ,3500,1, , , , , , , , , , , 
4,1,50,8,1,1,13,13,1,2018,1, ,2000,1,5, , , , , , , , , , 
2,1,40,8,1,1,6,6,1,2013,1, ,1600, , , , , , , , , , , , 
2,1,71,3,2,7,13,13,1,2018,1, ,3800,3, , , , , , , , , , , 
5,1,44,2,1,5,13,13,1,2024,5, , , , , , , , , , , ,3, ,2
1,1,57,9,2,6,6,6,1,2017,2, ,3000,1, , , , , , , , , , , 
1,1,58,8,2,6,5,5,1,2019,3, ,2000,1,7, , , , , , , , , , 
98,1,54,8,2,5,5,5,1,2022,3, ,2200,1,7,12.2, ,10, ,14, ,8,1, ,1
3,2,53,1,2,5,6,3,1,2020,5, , , , , , , , , , , , , , 
2,1,49,8,2,5,7,7,1,2020,1, ,2500,1, , , , , , , , , , , 
98,1,59,3,2,7,10,5,1,2017,3, ,2000,1,5, , , , , , , , , , 
98,2,73,9,97,1,13,13,1,2022,4,1,2000, , , ,98,11.7, ,12.8, ,5,1, ,1
98,1,70,12,2,7,6,4,1,2013,3, ,2000,2,7, , , , , , , , , , 
2,1,53,8, , , , ,1,2019,1, ,2200,1,7, , , , , , , , , , 
98,1,64,16, , , , ,1,2023,1, ,2500, , ,12, ,9, ,10.1, ,6,1, ,1
3,1,34,1,2,2,5,5,1,2020,4,1,2400,1, , , , , , , , , , , 
5,1,67,15,2,7,2,2,1,2015,3, ,2000,2,5, , , , , , , , , , 
3,1,62,4,2,6,5,3,1,2014,3, ,2000,1, , , , , , , , , , , 
98,1,66,8,2,6,5,2,1,2013,1, ,2400,1, , , , , , , , , , , 
98,1,55,6,2,7,7,5,1,2017,1, ,3300,3, , , , , , , , , , , 
98,2,51,16,2,6,6,98,1,2017,3, ,1500,1, , , , , , , , , , , 
1,1,35,8,1,6,6,6,1,2020,4,1,2500,1, , , , , , , , , , , 
5,1,52,2,2,6,5,5,1,2022,4,1,1600, , ,21.1, ,25, ,26, ,10,1,4, 
3,1,57,14,2,6,11,7,1,2019,3, ,2000,1, , , , , , , , , , , 
5,1,62,15,2,6,10,8,1,2023,1, ,3800,3, ,8, ,7.3, ,10.4, ,7,1, ,1
98,2,73,1,1,1,3,3,1,2013,1, ,1600, , , , , , , , , , , , 
98,1,63,4,2,6,3,3,1,2018,3, ,1500,1, , , , , , , , , , , 
3,1,69,1,2,5,9,9,1,2017,3, ,2000,1,5, , , , , , , , , , 
4,1,52,6,2,5,9,9,1,2013,1, ,2000, , , , , , , , , , , , 
1,1,51,4,2,5,8,4,1,2013,3, ,2000,1,7, , , , , , , , , , 
98,2,46,8, , , , ,1,2019,1, ,1700,1, , , , , , , , , , , 
5,1,62,8,2,7,10,4,1,2013,3, ,2700,1,9, , , , , , , , , , 
4,1,54,1,2,6,6,5,1,2020,3, ,2200,1,7, , , , , , , , , , 
2,1,42,1,2,5,6,5,1,2021,2, ,2000, , ,12, ,8, ,10.6, ,7,5,3,1
2,1,59,8,2,6,8,7,1,2017,1, ,1600, , , , , , , , , , , , 
4,1,69,8,2,7,4,4,1,2024,1, ,1000, ,5,12.7, ,13.2, ,19.1, ,7,1,5,2
3,1,72,8,2,7,2,2,1,2013,1, ,1600, , , , , , , , , , , , 
2,2,53,15,1,5,10,4,1,2018,1, ,1700, , , , , , , , , , , , 
2,1,51,1,2,5,5,5,1,2013,3, ,2400,2,7, , , , , , , , , , 
4,2,52,3,97,6,9,3,1,2015,1, ,1600, , , , , , , , , , , , 
2,2,55,13,2,6,7,3,1,2017,3, ,1700,1, , , , , , , , , , , 
98,2,65,1,97,1,5,5,1,2019,1, ,1600,3, , , , , , , , , , , 
2,1,48,1,2,5,7,7,1,2024,1, ,5000,1, , ,98,10.3, ,12.7, ,6,3, , 
5,1,43,9,2,5,7,4,1,2018,1, ,3500,3, , , , , , , , , , , 
1,1,36,1,2,4,6,3,1,2017,4,1,2000, , , , , , , , , , , , 
4,1,65,8,2,7,5,5,1,2018,1, ,1000, , , , , , , , , , , , 
4,1,56,4, , , , ,1,2013,1, ,1500, , , , , , , , , , , , 
98,1,53,14,1,1,12,12,1,2020,3, ,2200,2, , , , , , , , , , , 
98,1,57,1,1,1,5,5,1,2013,1, ,1600, , , , , , , , , , , , 
5,1,57,8,2,6,8,5,1,2015,1, ,2400,1, , , , , , , , , , , 
1,1,52,5,2,5,7,4,1,2013,2, ,2000, , , , , , , , , , , , 
1,1,60,15,2,6,12,10,1,2019,1, ,3800,3, , , , , , , , , , , 
98,1,58,8,2,7,10,10,1,2023,4,1,1600,1, ,15.8, ,13.5, ,12.5, ,8,1,3,2
98,1,72,8,2,2,3,3,1,2022,4,1,1600,1, ,16.2, ,13, ,17.2, ,7,1, ,1
98,1,59,8,2,6,4,4,1,2015,3, ,2200,2,7, , , , , , , , , , 
2,1,51,16,2,5,5,5,1,2021,2, ,2000,1,5,9.2, ,7.5, ,8.2, ,6,4,1,1
2,1,38,17,2,5,7,5,1,2021,1, ,2000,1, ,10.1, ,7, ,15.2, ,8,4,1,2
98,1,62,14,2,7,5,3,1,2015,3, ,2000,1, , , , , , , , , , , 
2,1,53,1,2,5,6,4,1,2019,2, ,2000, , , , , , , , , , , , 
4,1,52,4,2,6,10,8,1,2017,3, ,2000,1,5, , , , , , , , , , 
4,1,50,9,2,6,10,10,1,2022,1, ,1000, ,5, , , , , , , ,1, , 
98,1,56,3,2,6,4,4,1,2020,1, ,1600,1, , , , , , , , , , , 
5,1,45,5,2,5,12,9,1,2023,1, ,3800,1,7,9.4, ,6, ,11.6, ,5,1, ,1
2,2,37,5,1,1,3,3,1,2023,2, ,1000, ,2, ,98,6.1, ,9.5, ,6,3,2,2
3,1,55,11,2,5,5,3,1,2017,1, ,1500, , , , , , , , , , , , 
2,1,70,4,2,7,5,5,1,2017,1, ,2200,1, , , , , , , , , , , 
98,1,67,15,2,7,5,3,1,2022,5, , , , , , , , , , , ,4, ,2
98,2,63,8, , , , ,1,2018,2, ,2000,1,7, , , , , , , , , , 
2,1,45,1,2,3,6,6,1,2018,1, ,1800,1, , , , , , , , , , , 
5,1,66,15,2,6,12,3,1,2013,1, ,3000,1, , , , , , , , , , , 
98,1,61,11,2,6,10,3,1,2016,1, ,3300,3, , , , , , , , , , , 
2,1,40,15,2,5,4,3,1,2018,4,1,2000, , , , , , , , , , , , 
1,1,59,4,2,5,12,12,1,2013,1, ,2000,1, , , , , , , , , , , 
98,2,54,2,2,6,8,3,1,2023,1, ,2000,1,5, , , , , , , ,5, ,1
98,1,62,5,2,6,3,3,1,2015,2, ,2000, , , , , , , , , , , , 
4,2,55,7,2,6,11,98,1,2018,3, ,2200,1,7, , , , , , , , , , 
1,1,47,8,2,3,6,6,1,2015,1, ,1600, , , , , , , , , , , , 
1,1,50,8,2,6,7,5,1,2013,1, ,2000, , , , , , , , , , , , 
4,2,56,8,2,6,8,2,1,2014,1, ,2400, , , , , , , , , , , , 
4,2,50,11,2,6,7,2,1,2014,1, ,2400, , , , , , , , , , , , 
4,1,55,11,2,6,5,3,1,2013,1, ,1600, , , , , , , , , , , , 
2,2,48,1,2,2,7,1,1,2014,3, ,2000,1, , , , , , , , , , , 
4,1,70,13, , , , ,1,2018,3, ,2200,3, , , , , , , , , , , 
1,1,60,6,2,6,12,11,1,2022,1, ,2500,1, ,10.4, ,8.7, ,15.6, ,7,1,3,1
4,1,71,14,2,7,7,5,1,2014,1, ,3300,3, , , , , , , , , , , 
98,2,55,1,2,5,5,1,1,2015,3, ,2000,1,5, , , , , , , , , , 
98,1,68,9,2,7,4,4,1,2013,1, ,2000, , , , , , , , , , , , 
5,1,57,3,2,6,6,6,1,2019,3, ,2200,1,9, , , , , , , , , , 
3,1,62,1, , , , ,1,2018,1, ,2500,1, , , , , , , , , , , 
3,1,70,14,2,7,4,4,1,2013,1, ,2500,1, , , , , , , , , , , 
98,2,44,1,2,4,10,99,1,2020,1, ,3500,3, , , , , , , , , , , 
1,1,45,8, , , , ,1,2015,3, ,2000,1,7, , , , , , , , , , 
1,1,40,11,2,5,5,5,1,2013,4,1,2000, , , , , , , , , , , , 
2,2,56,1,97,6,4,3,1,2013,1, ,1600, , , , , , , , , , , , 
4,1,55,13,2,7,5,5,1,2016,2, ,2000, , , , , , , , , , , , 
98,2,57,6,2,6,9,98,1,2013,1, ,2000, , , , , , , , , , , , 
3,1,46,1,2,5,10,6,1,2013,1, ,1800, , , , , , , , , , , , 
98,1,58,3, , , , ,1,2015,3, ,2400,1, , , , , , , , , , , 
98,1,46,7,2,5,7,5,1,2020,4,1,1600,1, , , , , , , , , , , 
4,2,47,4, , , , ,1,2013,1, ,1600, , , , , , , , , , , , 
5,1,48,8,2,2,4,4,1,2018,4,1,1600,1, , , , , , , , , , , 
4,1,44,1,1,7,3,99,1,2022,3, ,2000,1, , ,98,6.5, ,8.6, ,5,2, ,2
98,1,74,5,2,7,5,3,1,2020,1, ,3500,3, , , , , , , , , , , 
5,1,72,1,2,7,3,3,1,2013,1, ,3300,1, , , , , , , , , , , 
98,1,62,8,2,7,5,5,1,2013,3, ,2700,3,7, , , , , , , , , , 
3,1,73,8,2,6,3,2,1,2019,4,1,2400,1, , , , , , , , , , , 
1,2,46,10,2,5,5,1,1,2020,1, ,1000, ,5, , , , , , , , , , 
2,1,67,8,2,6,4,2,1,2013,3, ,2000,2, , , , , , , , , , , 
2,2,50,3,2,5,12,5,1,2015,1, ,3300,3, , , , , , , , , , , 
98,1,72,1, , , , ,1,2016,1, ,1000, ,5, , , , , , , , , , 
4,1,56,13,2,6,5,3,1,2023,2, ,2000,1,5, ,98,8.1, ,11.2, ,9,5, ,1
1,1,64,8,2,6,10,6,1,2022,2, ,2000,1,5,9, ,8.5, ,10.1, ,5,1, ,1
2,1,59,1,2,7,11,7,1,2014,1, ,2000, , , , , , , , , , , , 
98,1,42,14,2,3,4,2,1,2024,1, ,1600, , ,13.6, ,15.2, ,18, ,7,1, ,1
98,1,73,2,2,7,6,6,1,2014,1, ,3000,1, , , , , , , , , , , 
2,2,42,8,1,1,2,2,1,2020,1, ,1000, , , , , , , , , , , , 
2,1,49,8,2,5,9,6,1,2020,4,1,2400,1, , , , , , , , , , , 
98,1,67,12,2,6,4,4,1,2019,2, ,3000,1, , , , , , , , , , , 
5,1,71,8,2,7,10,5,1,2013,1, ,3300,1, , , , , , , , , , , 
4,1,56,8,2,6,9,9,1,2016,4,1,2500,1, , , , , , , , , , , 
5,1,52,2,2,5,3,3,1,2015,3, ,3000,1,7, , , , , , , , , , 
98,1,65,8, , , , ,1,2014,1, ,2000, , , , , , , , , , , , 
2,1,50,8, , , , ,1,2015,1, ,1800, , , , , , , , , , , , 
4,1,54,8,2,6,7,6,1,2013,3, ,2200,1,7, , , , , , , , , , 
98,1,36,8, , , , ,1,2019,1, ,2000,1, , , , , , , , , , , 
98,1,34,4,1,6,3,3,1,2018,1, ,1400, , , , , , , , , , , , 
98,1,45,2,1,1,4,4,1,2022,4,1,1600,1, ,16.7, ,14.2, ,18, ,8,1,3,1
98,2,51,2,2,6,4,2,1,2024,1, ,1600,1, , ,98,8.9, ,10.7, ,8,1, , 
98,1,33,2,1,1,3,3,1,2015,1, ,1600, , , , , , , , , , , , 
4,2,30,15,1,6,13,13,1,2013,1, ,2000,1, , , , , , , , , , , 
98,1,65,1,2,7,3,2,1,2014,5, , , , , , , , , , , , , , 
98,1,38,1,1,1,5,5,1,2017,1, ,2000,1, , , , , , , , , , , 
2,2,70,13,2,6,5,2,1,2013,1, ,2700,1, , , , , , , , , , , 
3,1,38,1,1,1,5,5,1,2013,1, ,2400, , , , , , , , , , , , 
5,2,47,6,2,5,7,2,1,2018,1, ,1600,1, , , , , , , , , , , 
5,2,48,1,2,5,5,3,1,2016,3, ,1600,1,7, , , , , , , , , , 
98,1,69,1,2,7,5,2,1,2023,1, ,1600,1, ,11.1, ,10, ,13.2, ,8,3,1,1
5,2,43,5,2,3,8,4,1,2015,1, ,1600, , , , , , , , , , , , 
98,2,60,15,1,1,1,1,1,2015,1, ,1000, ,5, , , , , , , , , , 
98,1,59,11, , , , ,1,2023,4,1,2000, , ,17.1, ,16, ,15, ,8,1, , 
3,1,66,4,2,7,6,6,1,2013,1, ,3300,3, , , , , , , , , , , 
2,1,29,10,1,6,11,3,1,2015,1, ,1600, , , , , , , , , , , , 
5,2,37,9,2,4,3,98,1,2015,3, ,2000,1,5, , , , , , , , , , 
98,2,57,1,2,6,6,99,1,2019,1, ,2000,1,5, , , , , , , , , , 
98,1,70,2,2,7,5,4,1,2018,1, ,2000,1, , , , , , , , , , , 
98,2,42,8,2,5,7,3,1,2020,1, ,2000,2, , , , , , , , , , , 
5,1,46,6, , , , ,1,2019,1, ,1400,1, , , , , , , , , , , 
5,1,36,7,2,4,3,3,1,2018,1, ,2000, , , , , , , , , , , , 
2,2,53,17,2,6,5,5,1,2023,1, ,1000,1, ,12.4, ,12, ,15, ,4,3, ,2
