SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q03,Q0301,Q0302,Q030301,Q030302,Q0307,Q030801,MQ030902,Q030902
1,1,70,1,2,7,7,4,1,2024,1, ,2500,3, ,2,12,21,25,1,2,8,6800, 
98,1,45,6,2,3,8,5,1,2024,4,1,1600,1, ,2,7,28,2,1,1,7,5200, 
1,1,53,16,2,3,3,2,1,2022,5, , , , ,3,6,6,21,2,1,3,4590, 
98,1,30,4,1,6,11,5,1,2024,1, ,2000,3, ,2,4,8,27,1,1,14,7072, 
1,1,56,8,2,6,10,7,1,2024,5, , , , ,1,9,27,23,1,1,9,6300, 
4,2,37,1, , , , ,1,2023,1, ,2200,3, ,3,2,21,7,1,1,99,9000, 
4,1,41,6,2,5,8,8,1,2023,4,1,1600,1,5,3,4,22,20,2, , , , 
5,2,41,3,2,5,10,1,1,2022,1, ,1500,1, ,2,10,22,13,1,99,1,4900, 
98,2,39,8,2,4,6,6,1,2024,4,1,1600,1,5,3,7,27,20,1,99,4,4800, 
1,1,73,1,2,7,3,3,1,2023,4,1,1600,1, ,1,7,97,20,2, , ,3600, 
98,2,44,8,2,3,11,4,1,2024,1, ,1000,1, ,2,4,1,17,2, , ,1670, 
4,2,37,8,2,5,11,5,1,2023,1, ,2000,1, ,2,10,20,13,1,9,99,5800, 
98,1,62,11,2,6,11,10,1,2023,1, ,3000,3, ,2,9,22,7,1,13,8,12110, 
98,2,40,12,97,5,5,5,1,2022,5, , , , ,4, , , , , , , , 
4,2,54,10,2,6,7,1,1,2021,3, ,2000,1, ,3,1,8,20,1,1,8,4290, 
98,2,50,9,2,6,6,2,1,2024,4,1,1600,1,5,3,8,21,17,1,2,9,4800, 
2,1,42,8,2,2,11,6,1,2024,4,1,1600,1, ,2,7,7,20,2, , , , 
98,1,31,15,1,1,2,2,1,2024,5, , , , ,2,4,3,21,3,2,6,4793, 
98,1,63,2,2,6,10,7,1,2023,1, ,1600, , ,1,13,21,20,1,4,99,2500, 
5,1,60,9,2,6,13,12,1,2022,1, ,3000,1, ,1,3,5,7,1,7,7,13490, 
98,1,34,1,1,1,5,5,1,2024,1, ,1500,1, ,1,11,8,13,3, , , , 
98,1,64,4,2,7,6,4,1,2024,1, ,1500,1, ,1,99,19,1,1,9,6,3490, 
98,1,67,1,2,7,4,4,1,2023,1, ,1600, , ,1,12,8,20,2,8,3,3779, 
4,1,48,8,2,3,6,4,1,2023,3, ,2900,3, ,2,6,8,17,1,1,14,8700, 
98,1,45,1,2,5,5,4,1,2023,1, ,3500,1,7,2,12,8,30,1,2,7, ,99
5,1,54,1,2,6,9,6,1,2023,1, ,2500,3, ,1,13,17,25,2, , , , 
4,2,60,1,2,6,8,8,1,2023,1, ,1800,1, ,1,4,13,7,1,6,5,8000, 
5,1,65,2,2,7,6,6,1,2024,4,1,1600,1, ,2,12,3,13,1,2,6,4650, 
2,1,67,16,97,1,3,3,1,2023,2, ,1500,3, ,1,9,17,26,1,9,99, ,99
3,1,56,14,2,6,3,2,1,2024,1, ,1600,1, ,2,12,9,8,1,9,2, ,99
5,2,51,9,2,6,9,4,1,2024,1, ,1600,1, ,3,7,8,20,1,99,3, ,99
5,1,52,5,2,5,7,6,1,2023,1, ,2000,3, ,2,8,19,7,1,99,2, ,99
3,1,41,8,2,4,10,6,1,2024,1, ,1500,1, ,2,4,18,11,1, , ,3600, 
1,1,64,8,2,6,99,3,1,2023,4,1,1600,1,5,2,99,21,29,1,8,4,4300, 
3,2,45,8,2,5,7,3,1,2023,1, ,3000,1, ,3,7,16,7,2,1,7,12780, 
2,1,55,1,2,6,11,8,1,2021,1, ,2000,3, ,2,2,3,7,1,8,5,7400, 
98,1,47,1,2,5,10,5,1,2024,4,1,1600,1, ,2,7,7,21,1,1,7,5700, 
3,1,59,1,2,6,11,10,1,2023,1, ,2500,3, ,1,9,8,13,1, , , , 
5,1,50,8,2,6,11,11,1,2024,3, ,3000,3, ,1,3,8,16,1,99,8,13490, 
4,1,52,6,2,5,11,7,1,2023,3, ,2200,1,7,2,10,18,9,1,9,2,4600, 
98,1,38,13,2,2,5,99,1,2024,4,1,1600,1,5,1,5,5,26,1,6,4,5300, 
98,1,57,1,2,6,11,10,1,2024,1, ,2500,1,5,2,4,9,25,1,8,5,7400, 
2,1,25,8,2,2,1,99,1,2023,1, ,1600, , ,3,6,15,6,1,99,2, ,99
98,2,44,12,2,5,8,3,1,2023,1, ,1600,1, ,2,3,4,11,1,8,2,3000, 
98,1,48,2,2,5,7,6,1,2023,1, ,2500,1, ,2,6,18,25,1,8,5,4500, 
4,1,43,8,2,5,11,10,1,2024,1, ,3000,3,5,1,6,21,30,1,12,6,9500, 
4,2,44,1,1,1,2,2,1,2021,1, ,2000,1, ,1,7,19,26,1,99,6,5700, 
98,1,47,15,2,5,5,4,1,2024,4,1,1600,1, ,3,6,10,14,1,8,5,4000, 
5,1,61,9,2,6,11,7,1,2022,3, ,3500,3, ,1,12,20,7,1,8,6,18990, 
5,2,38,7,2,5,4,1,1,2023,1, ,2000, , ,1,13,10,12,3, , , , 
5,1,59,8,2,6,5,5,1,2023,1, ,1500,1, ,1,4,13,30,1,99,5, ,99
4,2,45,1,2,5,8,98,1,2022,4,1,3000,1, ,2,7,1,29,1,6,5,6700, 
3,1,41,1,2,4,13,12,1,2022,5, , , , ,1,10,3,1,1,1,8,14990, 
2,1,42,8,2,4,5,5,1,2023,4,1,1600,1,9,1,1,3,9,1,8,7,4520, 
3,1,50,8,2,6,6,5,1,2022,3, ,2000,3, ,2,4,7,28,1,1,7, ,99
2,2,50,8,2,5,12,10,1,2024,1, ,2000,1, ,2,8,21,21,3,4,8,7000, 
5,1,37,13,1,6,10,5,1,2024,4,1,1600,1,6,2,9,8,29,1,8,99,5000, 
1,1,31,5,2,4,4,4,1,2024,4,1,2500,1, ,1,4,9,22,2,1,10,8570, 
98,1,61,12,2,6,8,5,1,2023,3, ,3500,1,9,1,99,21,9,1,99,2,3450, 
5,1,42,8,2,5,8,5,1,2023,4,1,1600,1, ,3,12,20,10,1,1,7,5400, 
2,1,47,1,2,5,9,7,1,2022,1, ,2000,3, ,1,7,8,21,3,1,14,10188, 
4,2,39,6,2,4,8,3,1,2024,4,1,1600,1,7,3,12,3,9,1,12,7,5000, 
98,1,57,1,2,6,12,10,1,2023,4,1,2500,1, ,2,7,22,22,1,1,8,6910, 
2,1,44,2,1,1,99,99,1,2024,3, ,2000,3, ,1,8,22,13,1,99,5, ,99
5,1,53,1,2,5,10,10,1,2023,3, ,2000,1, ,3,4,21,20,1,1,12,7100, 
4,2,45,8,2,3,3,3,1,2021,1, ,2000,3, ,3,13,18,13,1, , ,5720, 
98,1,38,1,1,6,5,2,1,2023,1, ,1600,1, ,3,7,20,2,1,5,2, ,99
98,2,63,1,2,7,10,8,1,2024,4,1,1600,1,7,1,12,21,25,1, , ,4520, 
5,1,70,1,2,4,10,7,1,2023,4,1,1600,1, ,1,99,21,20,1,9,99, ,99
5,1,57,4,2,6,11,10,1,2024,4,1,1600,1, ,3,7,21,20,1,9,7,3322, 
98,2,55,1,2,6,7,3,1,2023,1, ,1600,1, ,2,6,27,17,1,99,99,3000, 
98,1,36,8,1,1,13,13,1,2024,1, ,1600, , ,2,1,1,25,1,8,6,2400, 
4,1,52,15,2,5,13,13,1,2024,1, ,2500,3, ,1,13,21,97,1,99,99,7000, 
2,1,50,2,2,3,11,11,1,2023,5, , , ,6,2,7,3,20,1,1,5,9000, 
1,2,48,7,2,5,8,2,1,2024,1, ,1000,1, ,1,13,10,13,3, , ,1385, 
98,1,66,15,2,6,4,3,1,2023,4,1,1600,1, ,2,7,8,20,1,8,2,5200, 
5,1,56,8, , , , ,1,2022,3, ,2000,1, ,1,4,3,28,1,1,8,6000, 
98,1,51,8,2,5,9,7,1,2024,5, , , , ,2,13,7,18,3, , , , 
5,1,39,8,2,4,11,7,1,2022,1, ,2000,3, ,2,7,3,13,1,99,1,6800, 
2,1,38,15,1,1,12,12,1,2022,1, ,4500,2, ,1,7,1,6,1,4,14, , 
3,1,43,1,2,3,11,7,1,2022,1, ,2000,1, ,2,10,18,7,1,1,12,6630, 
1,1,39,14,2,5,5,3,1,2023,1, ,1600, , ,1,9,21,26,1,7,7,3660, 
98,1,45,9,2,5,8,5,1,2023,1, ,2000,1, ,2,10,8,25,3,1,13,6630, 
98,2,70,10,97,1,99,99,1,2021,1, ,2400,1, ,1,3,21,7,1, , , ,99
98,2,61,13,2,6,4,98,1,2024,3, ,2200,1,8,3,4,22,30,1,6,99,4500, 
98,1,30,8, , , , ,1,2023,4,1,1600,1,5,1,2,8,8,1,8,7,4300, 
5,1,44,1,2,3,6,6,1,2022,4,2,2000,3, ,2,4,20,7,1,8,7,11000, 
2,1,43,1,97,1,11,11,1,2023,1, ,4000,3, ,1,7,6,7,1,99,11,13000, 
98,1,57,9,2,6,2,2,1,2024,4,1,1600,1, ,2,12,17,20,1,99,5,3700, 
2,1,32,8,1,6,11,2,1,2022,1, ,2000,1, ,2,99,22,2,1,1,13, , 
3,1,59,1,2,6,6,6,1,2021,1, ,2000,3, ,2,6,21,24,1,1,3,7348, 
98,1,37,8, , , , ,1,2024,4,1,2500,3, ,1,3,18,29,1,99,8,7400, 
1,1,47,8,97,1,4,4,1,2023,1, ,2000,1, ,1,3,5,16,1,99,1,8000, 
5,2,41,8,1,1,4,4,1,2024,1, ,2500,3, ,1,8,20,8,3,8,7,6200, 
98,2,41,1,1,6,8,4,1,2023,1, ,1600, , ,1,99,21,1,1,2,2, ,99
4,1,48,2,2,5,9,7,1,2023,3, ,2000,1, ,2,6,7,20,1,99,1,5217, 
98,1,38,1,2,4,5,5,1,2023,1, ,3000,3, ,2,3,22,9,1,1,14,8500, 
98,1,46,8,2,5,10,7,1,2024,1, ,1000,1, ,1,11,8,18,2,99,1,1910, 
3,1,54,14, , , , ,1,2023,3, ,2000,1, ,1,99,7,24,1,1,14,5217, 
98,1,57,11,2,6,9,5,1,2023,1, ,1600, , ,2,6,26,17,1,2,3,2800, 
98,1,45,4,2,5,9,6,1,2023,5, , , , ,1,99,27,17,1,99,5,5990, 
98,1,40,8,2,3,6,4,1,2023,3, ,2000,3, ,3,10,20,13,1,1,14,6920, 
4,1,40,1,2,4,3,4,1,2023,1, ,3500,3, ,3,5,9,8,2,1,3,9254, 
98,1,41,4,1,1,3,3,1,2024,1, ,2000, , ,1,12,8,12,1, , ,3356, 
1,2,49,6,2,5,10,4,1,2023,3, ,2200,3, ,1,4,13,20,2,2,13,9526, 
2,1,34,1,1,1,9,9,1,2022,1, ,2400,1, ,1,13,26,7,2,3,7,6000, 
3,2,47,5,2,5,8,4,1,2024,1, ,1600, , ,2,4,21,25,1,8,6,2700, 
98,1,43,15,2,5,8,6,1,2024,1, ,3500,1,7,2,2,8,9,1,99,7,5500, 
1,1,50,1,2,5,7,7,1,2024,5, , , , ,1,3,22,9,1,3,10,8005, 
5,1,58,1,2,6,6,6,1,2023,5, , , , ,2,9,7,8,1, , ,7500, 
2,2,28,1,1,1,99,99,1,2023,3, ,3000,2, ,2,11,1,13,1,1,13,11612, 
98,1,66,5,2,7,2,2,1,2024,4,1,2500,3, ,2,3,18,24,1,99,8,5850, 
98,1,64,2,2,6,6,5,1,2023,1, ,2000,3, ,2,7,16,7,1,13,5,6720, 
3,1,61,8,2,7,11,11,1,2024,4,1,3000,1, ,1,7,17,22,1, , ,7100, 
98,1,62,8,2,6,9,6,1,2024,1, ,2000, , ,1,3,22,8,3,1,1,2500, 
98,1,56,8,2,6,4,3,1,2023,1, ,3600,2, ,2,8,1,30,1,9,5,4900, 
2,2,36,4,2,5,6,2,1,2023,5, , , , ,1,3,27,28,2,4,4, ,99
3,1,73,8,2,6,7,4,1,2023,2, ,2000,3,5,2,4,21,1,1, , , , 
98,1,48,8,1,1,7,7,1,2022,1, ,2000,1, ,2,9,22,25,1,9,5,8000, 
4,1,50,1,2,5,8,4,1,2023,1, ,2000,1, ,1,4,22,2,1,9,3,6200, 
98,2,49,8,2,5,7,7,1,2024,1, ,3800,3,7,1,13,26,2,3,12,2, ,99
98,1,48,10,2,4,9,6,1,2024,4,1,1600,1,5,2,7,3,8,1,8,5,4500, 
98,2,30,8,1,6,7,3,1,2023,1, ,1000,1, ,3,12,22,18,2, , , ,99
5,1,66,1,97,7,5,5,1,2024,4,1,2000, , ,1,3,16,1,1,4,5,3600, 
2,2,41,1,2,2,13,11,1,2023,1, ,2500,3, ,1,4,1,17,1,1,7,8000, 
98,1,49,8,2,3,9,9,1,2024,3, ,2200,1,5,2,8,13,25,3, , , , 
2,1,42,6,2,4,10,7,1,2023,3, ,2000,3, ,1,7,26,7,1,3,7,7600, 
98,1,51,15,2,6,6,3,1,2024,1, ,2000,1, ,2,7,2,20,1,9,3,3100, 
5,1,55,8,2,6,10,7,1,2023,4,1,1600,1, ,2,7,8,14,3, , , , 
98,2,45,8,1,1,12,12,1,2022,1, ,3500,3, ,1,9,2,13,1,99,6,10390, 
2,1,62,8,2,6,9,7,1,2022,3, ,2000,3, ,1,9,3,28,1,8,1,6500, 
1,1,31,5,2,4,3,3,1,2023,4,1,2500,1, ,1,13,9,8,2,9,10,8570, 
1,1,40,8,2,5,5,5,1,2022,1, ,2000,3, ,1,3,9,16,1,2,3,5500, 
98,2,50,10,2,6,10,98,1,2024,1, ,3500,3,5,3,9,13,7,1,99,99, ,99
3,1,49,2,2,5,7,6,1,2024,1, ,2000,1, ,2,10,8,6,2,1,13, , 
5,1,73,14,2,7,5,5,1,2023,1, ,2000,1, ,2,3,21,7,2,1,10,2500, 
1,1,39,1,2,5,11,11,1,2023,1, ,3800,3,7,1,5,6,4,1,2,8,4400, 
3,1,53,8,2,5,4,4,1,2023,3, ,2000,3, ,2,7,8,8,3,13,14,7000, 
98,2,54,8,2,6,6,2,1,2024,1, ,1600,1, ,2,6,22,16,1,99,3,3000, 
4,2,58,11,2,6,13,11,1,2023,1, ,2500,1, ,2,2,27,17,1,1,12,7000, 
5,1,31,2,1,6,9,4,1,2023,1, ,2000,1, ,1,1,5,13,1,9,7,5536, 
98,2,36,6,2,3,4,2,1,2023,1, ,1600, , ,2,12,8,25,1,99,2,3779, 
4,1,61,14,2,6,6,4,1,2024,4,1,1600,1, ,1,98,27,7,1,2,99, ,99
3,1,50,8,2,4,13,8,1,2023,1, ,2000,3, ,1,4,8,25,1,1,9,7600, 
3,2,41,8,2,5,8,3,1,2021,4,2,2200,3, ,2,9,15,7,1,12,3,7200, 
3,1,39,4, , , , ,1,2024,3, ,2200,1, ,2,8,22,2,1, , , ,99
2,1,58,5,2,6,5,5,1,2023,1, ,2000,1, ,2,7,21,25,1,13,7,6500, 
98,1,36,8,2,4,10,5,1,2023,5, , , , ,1,99,7,6,2, , ,5600, 
2,1,39,8,2,4,7,6,1,2021,1, ,2000,1, ,2,6,20,21,1,1,13,6000, 
1,1,43,12,2,5,12,10,1,2024,5, , , ,7,1,12,18,29,1, , ,7500, 
98,1,28,8,1,6,7,3,1,2023,4,1,2000, , ,1,13,22,29,1,9,5,3700, 
98,2,56,8,1,7,6,6,1,2021,1, ,2000,3, ,1,12,22,24,1,99,7, ,99
5,1,57,8,2,3,3,3,1,2022,1, ,1500,1, ,1,6,7,17,1,99,99,2950, 
98,2,58,10,97,1,3,3,1,2024,1, ,1000,1, ,1,6,10,28,2,1,99,1579, 
5,1,36,1,2,4,5,5,1,2022,4,2,2000,3, ,2,3,27,2,1, , ,5700, 
3,1,44,8,2,5,13,9,1,2023,1, ,3500,2, ,1,4,3,25,3, , ,6500, 
98,2,44,1,2,4,10,4,1,2024,4,1,1600,1,9,3,8,22,29,1,99,7,5000, 
4,2,42,8, , , , ,1,2023,3, ,2000,1, ,2,6,4,2,1,99,2,4500, 
5,1,56,1,2,6,4,2,1,2023,1, ,1600, , ,2,5,17,22,1,9,3,3000, 
1,1,47,2,2,5,99,12,1,2023,1, ,4300,2, ,2,4,2,6,1,8,7,22360, 
4,2,61,8,2,6,6,3,1,2023,4,1,1600,1,5,2,12,9,21,1,99,2,4000, 
98,1,46,8,2,6,12,5,1,2024,1, ,3500,1,5,3,5,7,11,3, , ,7980, 
98,2,37,8,1,7,8,3,1,2023,5, , , , ,2,13,8,18,1,1,14,8260, 
4,1,60,5,2,7,4,4,1,2024,3, ,2200,1,5,1,5,22,9,2,4,7, ,99
5,1,46,8, , , , ,1,2021,3, ,2000,1, ,2,8,19,13,1,99,99, , 
98,1,61,1,2,6,5,3,1,2023,5, , , , ,1,9,3,29,1,1,7,8260, 
3,1,45,8, , , , ,1,2022,3, ,2200,3, ,2,12,27,13,1,1,14,8030, 
98,1,56,3,2,6,12,11,1,2024,1, ,2500,1,5,1,12,7,14,1,9,5,3850, 
98,2,38,2,1,1,3,3,1,2023,4,1,1600,1, ,1,99,3,13,3,9,99,4000, 
5,1,40,10,1,1,11,11,1,2024,1, ,3000,3, ,1,6,27,13,1,8,5,16500, 
98,1,50,2,2,5,12,3,1,2022,1, ,3000,2, ,3,4,7,16,1,99,99,13000, 
3,1,43,8,2,5,11,7,1,2023,1, ,2000,1, ,1,7,1,11,1, , ,3000, 
98,1,54,10,2,6,5,5,1,2022,3, ,3000,3, ,1,4,20,8,1,10,7,10188, 
98,1,51,8,2,4,10,10,1,2023,1, ,2000,3, ,1,12,4,6,1,13,9, , 
4,1,55,1,2,6,12,11,1,2024,3, ,2200,3, ,2,4,8,1,1,99,6,6000, 
5,2,31,1,1,1,8,8,1,2023,4,1,2000, , ,2,1,7,20,1,1,1, ,99
98,1,47,8,2,6,6,3,1,2024,4,1,1600,1,5,2,4,18,26,1,99,7,5200, 
4,1,41,5,2,4,5,2,1,2024,4,1,1600,1,7,1,4,8,9,1,2,8,7900, 
2,1,51,2,2,5,11,5,1,2024,5, , , ,5,1,13,27,30,1,99,3, , 
5,1,45,8,1,1,11,11,1,2022,1, ,3000,3, ,1,3,18,25,3, , ,7500, 
5,1,55,1,2,6,11,9,1,2023,4,1,2500,1, ,1,3,22,20,1,99,1, , 
3,1,38,2,2,4,13,13,1,2022,1, ,2900,1, ,1,8,6,2,1,2,14,6420, 
1,2,69,1,2,5,7,3,1,2023,1, ,2000,3, ,1,9,1,24,1, , ,6320, 
4,1,50,2,2,5,5,5,1,2023,1, ,1000,1, ,1,5,22,18,2, , ,1700, 
4,1,56,8,2,6,11,5,1,2024,1, ,3000,2, ,2,10,27,16,1,1,14,17000, 
98,2,47,1,2,5,7,98,1,2024,5, , , , ,2,12,18,18,2, , ,7000, 
2,1,44,1,1,1,4,4,1,2024,1, ,3500,1, ,1,11,25,3,3,3,5,5629, 
4,2,45,12,2,5,11,3,1,2021,4,2,5000,1, ,3,4,20,29,1,1,9,6630, 
98,1,67,2, , , , ,1,2021,1, ,2000,1, ,2,99,19,7,1,9,99,4800, 
4,1,40,1,2,4,10,6,1,2022,1, ,3600,3, ,2,10,5,25,1,1,8,12000, 
4,1,52,8,2,6,10,10,1,2022,4,1,2500,1, ,1,7,7,21,1,1,7,7000, 
98,1,65,12,2,6,12,6,1,2022,1, ,2000,1, ,4, , , , , , , , 
1,1,46,8,1,1,3,3,1,2024,1, ,1600,1, ,3,9,13,22,1,1,4, ,99
5,1,65,11,2,6,5,3,1,2021,1, ,2000,1, ,1,6,18,18,1,1,7,7072, 
4,1,56,1,2,6,5,3,1,2024,4,1,1600,1, ,2,5,13,20,2,99,3,5600, 
3,1,38,4,2,4,11,11,1,2024,1, ,2500,3,6,3,1,8,17,1,1,14,6300, 
2,2,31,8,1,1,5,5,1,2021,3, ,2000,3, ,3,4,19,17,1, , , ,99
98,1,43,4,2,3,10,5,1,2023,1, ,2000,1, ,2,8,8,2,3,1,11,6630, 
2,2,69,1, , , , ,1,2023,1, ,3000,3, ,2,6,22,26,1,1,9,11500, 
1,1,36,1,2,5,12,12,1,2024,4,1,1600,1,9,1,7,10,9,1,99,7,5560, 
1,1,63,8,2,6,10,10,1,2024,4,1,2000,1, ,1,9,27,20,1,9,6,4700, 
5,2,41,8,2,5,10,5,1,2024,1, ,2000,1, ,3,11,19,2,1,1,7,4600, 
1,2,32,1,1,1,10,10,1,2024,1, ,1000, ,2,1,4,13,13,1,1,1, ,99
98,2,65,2,2,6,5,3,1,2024,4,1,1600,1,5,3,9,2,2,1,3,2,5300, 
5,2,37,4,2,2,6,3,1,2023,4,1,1600,1, ,3,4,19,9,1,9,1,4200, 
2,1,42,2,2,5,10,9,1,2023,3, ,2000,1, ,4, , , , , , , , 
5,1,47,8,2,5,11,10,1,2023,1, ,2000,3, ,2,3,5,7,1,11,5,7000, 
1,2,25,1,1,6,12,5,1,2024,4,1,2000, , ,3,99,5,12,2,4,11, ,99
1,2,45,8,2,5,9,1,1,2022,1, ,2000,1, ,1,8,8,7,3,1,6, , 
5,1,42,1,2,5,6,5,1,2022,1, ,2000,1, ,2,4,21,22,2,11,5, ,99
98,1,50,8,2,5,4,3,1,2022,1, ,1600,1, ,1,8,3,28,1,99,6,5300, 
1,1,45,2,1,1,10,10,1,2022,1, ,3000,3, ,2,12,7,1,1,1,9,24000, 
98,1,43,8,2,5,9,5,1,2023,1, ,2500,1, ,3,4,18,17,1,6,7,4000, 
98,1,42,2,2,5,13,4,1,2021,1, ,3000,3, ,2,99,9,13,1,1,99,14250, 
5,2,52,1,2,6,10,98,1,2024,1, ,2200,3, ,1,9,27,13,3, , ,5530, 
2,1,66,6,2,6,6,2,1,2024,1, ,2500,1,7,2,98,19,14,1,1,99,4000, 
98,1,43,4,2,5,5,5,1,2021,5, , , , ,1,99,19,8,2, , ,7000, 
98,1,53,8,2,5,12,12,1,2024,1, ,2000,3, ,2,2,22,26,1,13,7,6420, 
98,1,56,9,2,6,5,3,1,2024,4,1,1600,1,5,1,11,1,29,2, , ,5000, 
98,1,47,5,2,5,10,10,1,2024,1, ,2000,3, ,1,13,1,7,1,11,5,7960, 
98,1,37,1,2,2,10,7,1,2023,3, ,2200,3, ,1,3,7,25,1,8,13,6800, 
98,2,50,4,2,7,7,98,1,2024,1, ,1300,1, ,3,6,18,17,1,97,99, ,99
4,1,30,1,1,1,2,2,1,2024,1, ,1000, ,5,3,4,18,9,2,99,3,2015, 
98,1,48,8,2,2,8,5,1,2023,3, ,1600,1, ,1,1,20,14,1,1,13,3350, 
98,1,48,8,2,6,6,3,1,2023,1, ,1300,1, ,2,10,21,13,1,8,5,3000, 
98,1,66,1,2,6,11,10,1,2023,1, ,3600,3, ,1,9,9,30,1,1,9,5300, 
98,1,45,14,2,5,3,3,1,2022,3, ,2000,1, ,1,8,8,7,1,9,7,7800, 
1,2,49,1,2,5,10,3,1,2024,1, ,2200,1,5,2,6,2,24,1, , ,3800, 
4,1,65,8,2,7,5,3,1,2023,2, ,2000, , ,1,7,2,6,1,1,7,3000, 
1,1,40,6,2,4,4,3,1,2021,3, ,2000,1, ,1,9,18,13,1, , ,4300, 
98,2,38,5,2,4,6,2,1,2023,5, , , ,6,3,99,5,17,1,1,99,9000, 
98,1,50,1,2,3,10,5,1,2023,1, ,2000,3, ,2,99,97,13,1,99,6,7200, 
5,2,48,1,2,7,10,8,1,2024,5, , , , ,1,13,2,27,1,1,99, ,99
98,1,49,3,2,5,9,9,1,2024,4,1,1600,1,6,1,4,4,20,1,8,5,4800, 
5,1,46,1,2,5,10,10,1,2022,4,1,2500,1, ,2,2,19,22,1,1,8,7200, 
4,2,49,8,2,5,9,5,1,2024,5, , , , ,2,7,20,29,2,2,5,6000, 
1,2,41,3,2,2,11,5,1,2021,3, ,2000,1, ,2,1,3,20,1,2,99, ,99
98,1,55,1,2,6,8,8,1,2022,5, , , , ,2,6,22,28,2, , , , 
98,1,57,1,2,6,10,3,1,2023,4,1,1600,1, ,2,4,20,10,1,99,2,4700, 
3,1,60,8,2,6,11,3,1,2023,1, ,2500,3,6,4, , , , , , , , 
98,1,45,1,2,5,10,9,1,2023,4,1,2000,1, ,2,3,3,24,1,9,99,7000, 
98,2,28,13,1,6,4,3,1,2024,4,1,1600,1, ,2,1,1,20,1,9,5,3519, 
4,1,37,14,2,4,6,3,1,2023,5, , , , ,1,6,6,18,2, , ,5299, 
98,2,60,8,2,6,10,4,1,2024,1, ,1600,1, ,4, , , , , , , , 
2,1,45,1,2,5,5,5,1,2023,4,2,2000,3, ,1,3,8,2,1,1,14,7500, 
1,1,54,1,2,6,12,7,1,2023,1, ,3000,3, ,1,9,6,9,1,1,5,8380, 
2,2,42,2,2,5,13,98,1,2023,1, ,2000,3, ,2,4,19,7,1,1,11,6900, 
3,2,44,8,2,3,8,98,1,2023,1, ,4600,3, ,2,4,19,11,1,1,99,10000, 
98,2,48,4, , , , ,1,2022,3, ,3000,3, ,1,3,3,28,1,99,8,10000, 
1,2,40,1,2,4,6,4,1,2024,1, ,1600,1, ,2,9,6,16,1,8,8,3500, 
98,1,32,13,2,4,5,4,1,2023,4,1,1600,1,6,2,4,3,13,1,8,7,5000, 
98,1,35,1,1,1,3,3,1,2024,1, ,1300,1, ,3,12,22,13,1,8,5,2800, 
98,1,46,12,2,5,10,8,1,2024,3, ,2200,1,7,1,6,7,9,1,1,8,5000, 
98,1,39,4,2,4,8,4,1,2022,1, ,2000,3, ,2,8,8,2,1,99,7,6740, 
98,1,45,14,2,5,4,4,1,2022,3, ,2000,1, ,2,98,19,7,1,1,7,4000, 
98,2,32,1, , , , ,1,2024,5, , , , ,2,4,3,20,2,99,8,5299, 
5,1,40,8,2,4,8,4,1,2023,4,1,1600,3,6,2,9,22,9,1,2,7,5395, 
98,1,48,15,2,5,11,11,1,2024,1, ,3500,1,9,2,4,27,18,3, , , , 
98,1,40,1,2,4,8,99,1,2024,1, ,3000,3, ,1,11,8,30,1,8,99, , 
98,1,47,8,2,5,6,3,1,2022,5, , , , ,2,11,3,8,2, , ,7000, 
1,1,46,1,2,5,13,12,1,2023,1, ,2000,3, ,2,13,8,7,1,8,8,6950, 
98,2,64,6,2,6,5,1,1,2023,1, ,1600,1, ,2,3,22,28,1,8,99,3420, 
5,1,58,4,2,6,4,2,1,2023,1, ,1000, ,5,1,7,18,11,1,9,5,1500, 
1,1,50,1,2,5,13,13,1,2024,1, ,2000,3, ,1,3,1,7,2,99,99, ,99
2,1,46,17,2,5,9,8,1,2022,5, , , , ,1,99,9,28,2, , , , 
98,1,56,8,2,6,13,6,1,2024,1, ,2000,3, ,1,8,1,24,1,99,99, ,99
98,1,47,4,97,1,4,4,1,2024,5, , , , ,1,7,7,7,1,1,7,4793, 
1,1,43,8,2,3,9,5,1,2022,5, , , , ,1,6,25,28,2, , ,6150, 
4,1,50,1,1,1,5,5,1,2022,3, ,2000,3, ,2,6,8,28,1,1,13, , 
98,1,47,10,97,7,5,4,1,2023,4,1,2000, , ,1,6,1,20,1,99,3,3460, 
3,1,35,1,1,1,4,4,1,2022,3, ,2000,3, ,1,3,3,2,1,99,6,6640, 
98,2,33,2,1,7,11,2,1,2024,4,1,1600,1, ,2,7,20,10,1,99,5,3841, 
3,1,37,8,2,2,11,7,1,2022,3, ,2000,3, ,1,99,1,10,1,99,7,5400, 
2,2,44,15,97,5,8,2,1,2023,1, ,1600,1, ,1,12,27,13,1,99,99,2200, 
98,1,49,1,1,1,6,6,1,2023,1, ,1000, ,5,1,1,22,18,1,9,6,1750, 
3,2,37,1,1,1,4,4,1,2024,4,1,1600,1, ,4, , , , , , , , 
4,1,63,6,2,6,10,10,1,2023,4,1,1600,1,5,1,6,21,17,1,1,7,4031, 
98,2,56,14,2,6,2,98,1,2022,1, ,3000,3, ,3,8,21,17,1,1,14,7072, 
2,1,38,2,2,4,7,7,1,2024,1, ,2500,3,5,1,8,8,26,1,2,7,9000, 
